employer_names,lon,lat
LINESKIP INC.,-122.6716063,45.6318397
"LINTELUS, INC.",-117.6719953,33.6000232
"LIPPERT COMPONENTS, INC.",-85.8344383,41.5822716
"LLL LICENSING, INC.",-82.3264809,27.8661364
"LNN VETERINARY SERVICES, PC",-85.8316318,33.6598257
"LOCAL MEDIA GROUP, INC.",-70.934205,41.6362152
"LOCUS TELECOMMUNICATIONS, LLC",-73.9701381,40.8509333
"LOGANBRITTON, INC.",-90.5720803,41.453089
LOMA LINDA UNIVERSITY,-117.2611527,34.0483474
"LOMITA HEALTH MANAGEMENT, INC.",-118.2965084,33.7906551
LONG ISLAND BUSINESS INSTITUTE INC,-73.2928943,40.8428759
LORHAN CORPORATION INC,-74.4926541,40.572603
"LOS ALAMOS NATIONAL SECURITY, LLC",-106.3031138,35.8800364
LOUISIANA HEALTH SERVICE AND INDEMNITY CO.,-91.1403196,30.4582829
LOUISIANA TECH UNIVERSITY,-92.637927,32.5232053
LOURDES CATHOLIC SCHOOL,-110.9342532,31.3403775
LOVE AND TRUTH CHRISTIAN CENTER INC,-73.9973608,40.9275987
"LOYOLA UNIVERSITY CHICAGO, HEALTH SCIENCES DIV",-87.8431155,41.8791979
LRGHEALTHCARE,-71.4703509,43.5278546
LS DIRECT MARKETING CO. INC.,-74.1495889,41.1148179
"LTS CHICAGO ENTERPRISES, INC.",-87.9703461,42.0039178
"LUCID TECHNOLOGIES,LLC",-74.618634,40.2983262
LUXOTTICA RETAIL NORTH AMERICA INC.,-84.1468616,33.4473361
"MA LABORATORIES, INC.",-88.0717353,41.9103068
"MADERA ANIMAL HOSPITAL, INC.",-120.0607176,36.9613356
MAGANTI GROUP LLC,-71.4128343,41.8239891
MAGANTI GROUP LLC,-95.4171601,30.0799405
"MAGANTI IT RESOURCES, LLC",-73.0506972,41.485921
"MAGELLAN AEROSPACE NEW YORK, INC.",-73.8642613,40.7449859
"MAGEMOJO, LLC",-80.0394977,40.3275697
MAGNOLIA EDUCATIONAL & RESEARCH FOUNDATION,-118.5360517,34.2011141
MAJESTIC SYSTEMS INTEGRATION CO. INC.,-83.2732642,42.515868
MAKE SENSE PRODUCTIONS LLC,-70.2553259,43.661471
MAKEURCAREER LLC,-80.0684479,26.6167555
MALABAR PHARMACY LLC,-80.5886646,28.0344621
"MANAGEMENT HEALTH SYSTEMS, INC.",-98.1128223,32.8084605
"MANAGEMENT HEALTH SYSTEMS, INC.",-90.4151301,41.5122561
MANAGEMENT SOLUTIONS,-73.6337389,40.8623217
MANHATTAN COLLEGE,-73.9109977,40.8940853
MAP-IT SOLUTIONS INC,-111.8314724,33.4151843
MAPFRE U.S.A. CORP.,-71.8800628,42.050091
MAPPOOL LLC,-73.7326309,40.9487097
"MARATHON DATA OPERATING CO., LLC",-74.0314165,40.2005472
"MARCONI SALES GROUP, LLC",-117.8703363,33.8722371
MARIETTA CORPORATION,-76.1804843,42.6011813
MARITZCX RESEARCH LLC,-90.4429881,38.5126456
"MARK INFOTECH, INC.",-74.4049778,40.4316955
MARSHALL UNIVERSITY,-82.445154,38.4192496
MARSHALLTOWN COMPANY,-94.1574263,36.0625795
MARSHFIELD CLINIC,-90.5962498,44.559962
"MARYLAND INPATIENT CARE SPECIALISTS, LLC",-76.0788292,38.5631744
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,-71.1097335,42.3736158
MASSACHUSETTS PORT AUTHORITY,-71.0388601,42.3702137
"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY",-71.0328284,42.3917638
"MASTECH, INC., A MASTECH DIGITAL, INC. COMPANY",-118.5214282,34.1517492
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-95.4560512,30.3118769
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-74.5004796,40.6342489
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-75.6054882,39.9606643
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-80.1872797,40.2625702
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-97.1341783,32.9412363
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-122.0651819,37.9100783
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-88.9031201,38.3172714
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-71.1092012,42.1229099
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-116.3744556,33.7222445
"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",-95.3696909,35.7478769
MASTER LOCK COMPANY LLC,-87.8631362,42.8858503
MASTERCORP INC.,-81.5331286,28.3252878
"MAXICON, LLC",-80.1625463,25.9331488
"MAXISIT, INC",-71.066163,42.4250964
MAXZONE VEHICLE LIGHTING CORP,-117.435048,34.0922335
MAYO CLINIC,-92.4801989,44.0121221
MAYO CLINIC,-91.4984941,44.811349
MAYPRO INDUSTRIES LLC,-73.7144477,41.0400135
MAZIK GLOBAL INC.,-87.8406192,42.0111412
"MCCANN RELATIONSHIP MARKETING, INC.",-83.2113192,42.5467012
"MCCLURE ENGINEERING ASSOCIATES, INC.",-90.4442979,41.5008673
MCDONOUGH DISTRICT HOSPITAL,-90.6717971,40.4592076
MCFADYEN CONSULTING GROUP INC.,-85.7053085,42.9133602
MCKEESPORT ANIMAL HOSPITAL,-79.1525349,40.6214551
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-77.3866535,38.7801142
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-71.4161671,41.7001009
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-88.3053525,41.8875281
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-80.1494901,26.0112014
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-77.5636015,39.1156615
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-120.9968782,37.6390972
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-83.9879625,33.9562149
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-121.805789,38.0049214
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-77.2497049,38.6581722
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-116.5452921,33.8302961
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-82.3641751,28.182893
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-82.2859247,27.937801
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-77.1710914,38.882334
"MEDICAL MANAGEMENT INTERNATIONAL, INC.",-121.3716178,38.4087993
MEDICIGROUP INC,-75.4318532,40.1278839
"MEDTRONIC, INC.",-93.3327283,45.076076
"MELMARK, INC.",-75.4395931,40.045824
"MEMORIAL HOSPITAL FLAGLER, INC.",-81.2078699,29.5844524
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",-83.2973732,42.3944486
MERCK SHARP & DOHME CORP.,-75.2782317,40.2109404
MERCK SHARP & DOHME CORP.,-74.2776468,40.6081591
MERCK SHARP & DOHME CORP.,-74.8359987,40.6417683
MERCURY CONSULTING CORPORATION,-87.9370052,41.8008642
"MERCY CLINIC OKLAHOMA COMMUNITIES, INC.",-96.6783449,34.774531
MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA,-75.2590721,39.9184461
MERCY MEDICAL CENTER (ROSEBURG),-123.3417381,43.216505
"MERCY SPECIALIST PHYSICIANS, INC.",-72.589811,42.1014831
MERIDIAN PUBLIC SCHOOL DISTRICT,-88.703656,32.3643098
"MERIDIANSOFT, INC.",-83.0100987,40.1983884
METHODIST LEBONHEUR HEALTHCARE,-89.8100858,35.0867577
MIAMI UNIVERSITY,-84.745231,39.5069974
"MICHAEL BAKER INTERNATIONAL, INC.",-76.6527456,39.2051077
"MICHAEL BAKER, JR., INC.",-117.3505939,33.1580933
MICHIGAN STATE UNIVERSITY,-84.5555347,42.732535
MICHIGAN STATE UNIVERSITY,-84.4838654,42.7369792
MICHIGAN TECHNOLOGICAL UNIVERSITY,-88.5694182,47.1211331
"MICROEXCEL, INC",-73.8990252,41.5356492
MICRON SYSTEMS INC.,-74.1318096,40.9403762
"MICRONET SOLUTIONS, LLC",-84.1865848,33.983712
"MID ATLANTIC PACKAGING AND SPECIALTIES, INC.",-75.2437853,40.2473291
"MID-SUSSEX MEDICAL CENTER, INC.",-75.6110381,38.6412256
MIDDLESEX SCHOOL,-71.3489484,42.4603719
MIDLAND-GUARDIAN CO.,-84.2177136,39.0283966
MIDWEST ANIMAL HOSPITAL,-87.8539425,41.6303103
"MIDWESTERN REGIONAL MEDICAL CENTER, INC.",-87.8328505,42.4461322
MIEKA CORPORATION,-97.0969552,33.0145673
MILES TECHNOLOGIES,-74.948886,39.9688817
"MIND CRAFT TECHNOLOGIES, INC",-84.1401926,34.2073196
"MIND CRAFT TECHNOLOGIES, INC",-82.1823746,41.452819
MINDSTACK CONSULTING INC,-93.3600034,44.9917149
MING INTERNATIONAL,-104.9739333,39.5480789
MINNESOTA STATE COLLEGES AND UNIVERSITIES,-93.9993996,44.1635775
"MINTEX TECH, INC.",-74.0915982,40.3968012
"MIRANDA CREATIVE, INC.",-72.0759105,41.5242649
MISSISSIPPI COUNTY HOSPITAL SYSTEM,-89.9189753,35.9272953
MISSISSIPPI STATE UNIVERSITY,-88.7943766,33.4551742
MISSISSIPPI STATE UNIVERSITY,-89.3985283,32.3546679
"MITA RESIDENTIAL PROPERTY SERVICES, LLC",-73.840231,41.1402322
"MITSUYA BOEKI USA, INC.",-74.1007318,40.9040085
MKF TRANSPORT LLC,-83.6874562,43.0125274
MMI INC.,-74.0751273,40.9073328
MN CHINESE DAY CARE & LEARNING CENTER,-93.1566107,45.0060767
MOA INSTRUMENTATION INC.,-74.8287747,40.1551096
MOMENTUM CONSULTING CORPORATION,-80.3086619,25.9087056
MONSANTO COMPANY,-121.7732971,38.6785157
MONTEFIORE INFORMATION TECHNOLOGY,-73.8987469,40.9312099
"MOORE IACOFANO GOLTSMAN, INC.",-122.272747,37.8715926
MOOSOO CORPORATION,-122.2348431,47.3809335
"MORAN TRANSPORTATION INDUSTRIES, INC.",-74.2846022,40.5575986
MORENCI UNIFIED SCHOOL DISTRICT,-109.3280282,33.0508859
MORGANTOWN MONONGALIA METROPOLITAN PLANNING ORGANIZATION,-79.9558968,39.629526
MOTIONPOINT CORPORATION,-80.1789351,26.2517482
MOUNT DESERT ISLAND HOSPITAL,-68.2039123,44.3876119
MOUNT SINAI HOSPITAL,-73.8801301,40.737975
"MOUSER ELECTRONICS, INC.",-97.1416768,32.5631924
"MRAG AMERICAS, INC",-82.6267345,27.7518284
MSP DIGITAL MARKETING OF MASSACHUSETTS INC.,-71.566139,42.391736
MT. DIABLO UNIFIED SCHOOL DISTRICT,-122.0607963,37.9479786
MTM RECOGNITION CORPORATION,-97.5164276,35.4675602
"MULTITEK SYSTEMS & DESIGN, INCORPORATED",-73.3292857,40.7617653
MURRAY STATE UNIVERSITY,-88.314761,36.6103334
MYTEE PRODUCTS,-81.3453858,41.3175549
"NAGARRO, INC.",-93.2010367,43.1535728
"NAGRASTAR, LLC",-104.9877597,39.6477653
"NAJSOFT, INC",-121.3282843,38.617127
NAMEI GROUP INC.,-73.8448469,40.718106
NANCY A. CUMINS,-118.2250725,33.9816812
"NANT HEALTH, LLC",-85.6602058,30.1588129
NATIONAL CENTER FOR PREVENTING HOMELESSNESS,-70.8967155,42.51954
NATIONAL INSTITUTE OF AEROSPACE ASSOCIATES,-76.3452218,37.0298687
"NATIONAL MEDICAL REHABILITATION, PC",-77.0230313,38.7073379
NATIONAL RADIO ASTRONOMY OBSERVATORY,-106.8914159,34.0583995
NATURAL RESOURCES DEFENSE COUNCIL,-74.0059413,40.7127837
"NATURALLY PLUS USA, INC.",-115.1398296,36.1699412
NATUREX INC.,-74.0479182,40.8625996
NAVITAS BUSINESS CONSULTING INC,-76.2858726,36.8507689
NAVITAS BUSINESS CONSULTING INC,-86.8688899,35.9250637
NAVITAS BUSINESS CONSULTING INC,-77.4874416,39.0437567
"NB VENTURES, INC.",-74.3127631,40.6278031
NEILL CORPORATION,-90.4611995,30.5043583
NELNET BUSINESS SOLUTIONS INC.,-97.3208492,32.5420821
NEOBYTES LLC,-85.5166864,42.7891985
"NETWORK NINJA, INC.",-117.9242966,33.8703596
"NEULION USA, INC.",-73.4673454,40.7764882
"NEUROLOGICA A SUBSIDARY OF SAMSUNG ELECTRONICS CO., LTD.",-70.932122,42.5750009
"NEW DAY FINANCIAL, LLC",-76.9230507,39.1511692
"NEW ENGLAND INPATIENT SPECIALISTS, LLC",-71.1369959,42.452303
NEW MEXICO STATE UNIVERSITY,-103.2052272,34.4047987
NEW YORK AIR BRAKE LLC,-75.9107565,43.9747838
NEW YORK INSTITUTE OF TECHNOLOGY,-73.5995717,40.7887113
NEWTON INTERNATIONAL COLLEGE,-117.9414477,33.7739053
NEXAGE TECHNOLOGIES USA INC,-77.5816353,35.2626635
NEXLINK SYSTEMS INC.,-74.560711,40.4209391
NEXT DAY BLINDS CORPORATION,-76.7752493,39.1492746
"NEXTERA ENERGY POWER MARKETING, LLC",-80.0533743,26.8797819
"NFI INTERACTIVE LOGISTICS, LLC",-74.961517,39.8519447
NIAGARA FALLS MEMORIAL MEDICAL CENTER,-79.0377388,43.0962143
NICHE SOFTWARE SOLUTIONS INC,-83.6324022,32.8406946
"NIKE USA, INC.",-122.8037102,45.487062
NILES GRAND LLC,-87.8028402,42.0189191
"NIPPON EXPRESS USA, INC.",-71.0994968,42.3875968
"NOBLESOFT SOLUTIONS, INC.",-74.9226665,40.1745538
NORC,-117.603104,33.640855
"NORTH AMERICAN PLASTICS AND CHEMICALS CO, INC",-81.5267873,41.5931049
"NORTH BEND MEDICAL CENTER, INC.",-124.2178903,43.3665007
NORTH CAROLINA STATE UNIVERSITY,-78.6381787,35.7795897
NORTH CAROLINA STATE UNIVERSITY,-80.3256056,27.4467056
NORTH CAROLINA STATE UNIVERSITY,-80.6217341,35.4873613
NORTH CAROLINA STATE UNIVERSITY,-78.4563914,35.650711
NORTH CENTRAL TEXAS COUNCIL OF GOVERNMENTS,-97.1080656,32.735687
"NORTH PLATTE, NEBRASKA HOSPITAL CORPORATION",-100.7601454,41.1402759
NORTH POINT IT CORP,-97.155012,32.8809603
NORTH-AIRE AVIATION LLC,-112.4685025,34.5400242
NORTHEAST METROPOLITAN INTERMEDIATE SCHOOL DISTRICT 916,-93.0877196,45.0269101
NORTHERN ILLINOIS UNIVERSITY,-88.7503647,41.9294736
NORTHERN MICHIGAN UNIVERSITY,-87.3955954,46.5475825
NORTHWELL HEALTH,-73.7176312,40.7706572
NORTHWESTERN UNIVERSITY,-87.6876969,42.0450722
"NOVATECH PROCESS SOLUTIONS, LLC",-75.3415667,40.4417682
NOVI IT INC,-83.3763218,42.4644795
NOVO PROSO INC,-93.7360498,38.7627893
"NPC INTERNATIONAL, INC.",-94.70496,37.410884
NTE MOBILITY PARTNERS LLC,-97.2289029,32.8342952
"NTT DATA, INC.",-84.8732835,38.2009055
"NTT DATA, INC.",-73.134961,40.789142
"NTT DATA, INC.",-72.5753869,44.2600593
"NTT DATA, INC.",-73.930414,41.0003754
NU VISION PRODUCTS INC,-75.6582628,39.6292788
"NUTANIX, INC.",-97.0819541,32.8370727
"NUTRISYSTEM, INC.",-75.1926937,40.1416782
NVA ARIZONA VETERINARY SERVICES INC.,-114.6276916,32.6926512
"NVA KEM ROAD VETERINARY MANAGEMENT, INC.",-85.6591442,40.5583739
NVIDIA CORPORATION,-74.1840322,40.3451095
"NXSTAGE MEDICAL, INC.",-71.1631137,42.7070354
NYAK RESOURCES INC.,-115.7631232,40.8324211
"O.R.GEORGE & ASSOCIATES, INC.",-76.8620327,38.9685112
OCHSNER CLINIC FOUNDATION,-89.7811745,30.2751945
OEC FREIGHT (NY) INC.,-73.7389596,40.6584068
OHIO FARMERS INSURANCE COMPANY,-81.9331974,41.0264442
OHIO UNIVERSITY,-82.1012554,39.3292396
"OHIOHEALTH PHYSICIAN GROUP, INC.",-82.5154471,40.75839
OKLAHOMA STATE UNIVERSITY,-97.0583681,36.1156071
OLOFSON ENVIRONMENTAL INC,-122.2711137,37.8043637
"OMELET, LLC",-118.3964665,34.0211224
OMI INDUSTRIES,-88.0934108,42.1969689
OMM INC.,-76.7280277,39.3228841
"ON SITE ALIGNMENT, L.L.C",-90.7195348,29.5957696
"ONE WORLD TECHNOLOGIES, INC.",-82.6501332,34.5034394
ONKAR VETERINARY PRACTICE LLC,-83.555212,41.6639383
"ONTRACK, INC.",-122.8755949,42.3265152
OOCL (USA) INC.,-111.929658,40.5621704
OORI TRADING INC.,-73.9490258,41.0064864
OPEN MEDIA FOUNDATION,-104.990251,39.7392358
"OPS RULES PARTNERS, LLC",-71.1564729,42.4153925
OPTIMA HEALTHCARE SOLUTIONS,-80.2661591,27.1678268
"OPTUM SERVICES, INC.",-89.6301221,44.9591352
"ORACLE AMERICA, INC.",-111.0429339,45.6769979
"ORACLE AMERICA, INC.",-121.2357828,38.7907339
"ORACLE AMERICA, INC.",-83.373339,42.5678534
"ORACLE AMERICA, INC.",-75.3162951,40.0698321
"ORACLE AMERICA, INC.",-73.6406845,40.7492678
"ORCA BEVERAGE, INC.",-122.3045815,47.9445396
OREGON STATE UNIVERSITY,-123.2620435,44.5645659
OS OPERATIONS INC.,-119.7657332,38.9540739
OSPRO SYSTEMS LLC,-81.9495331,26.5628537
OVERWATCH SYSTEMS LIMITED,-113.996586,46.8787176
OZGUNAYDIN ADVERTISING LLC,-74.2911154,40.3359924
P SQUARE SOLUTIONS LLC,-74.8909988,39.934002
"P.B BROWN, LLC",-81.5861847,28.5652787
"P&S CONSTRUCTION, INC.",-9.2056761,38.6308451
PACE ACADEMY OF CYPRESS,-118.0372852,33.8169599
PACIFIC AGRICULTURAL RESEARCH CORP,-120.6596156,35.2827524
PACIFIC BEST INC.,-118.0467339,34.0519548
"PACKWELL, INC.",-95.0193728,29.6657838
PALACE GATE CORPORATION,-97.3307658,32.7554883
"PALATIAL TECHNOLOGIES, INC.",-87.8945229,42.6980749
PALMDALE VETERINARY HOSPITAL,-118.1164613,34.5794343
PALMER COLLEGE FOUNDATION,-90.5776367,41.5236437
PANDA EXPRESS INC.,-86.8113781,33.4053867
"PARALEGAL INSTITUTE OF SOUTH FLORIDA, INC.",-80.2683838,25.72149
PARETO SYSTEMS LLC,-95.5577221,29.6160671
"PARSONS BRINCKERHOFF, INC.",-76.1788391,40.1798165
"PARTNERS SOFT, INC",-72.6412013,42.3250896
"PASCH CONSULTING GROUP, INC.",-74.0509725,40.2962222
PAYODA INC.,-81.706484,30.1660736
"PAYPAL, INC.",-71.2471097,42.3479782
"PCCW GLOBAL, INC.",-77.3860976,38.9695545
PCI SECURITY STANDARDS COUNCIL LLC,-71.0723391,42.5039395
PEACEHEALTH,-122.9381672,46.1381676
"PEART-HANNON CONSULTING GROUP, LLC",-76.6485822,39.0574783
PECOS BARSTOW TOYAH INDEPENDENT SCHOOL DISTRICT,-103.4932293,31.4229124
PEGAFRAME INFOTECH INC,-96.9977846,32.7459645
PELLA CHRISTIAN GRADE SCHOOL,-92.916405,41.4080327
"PENTEK, INC.",-74.0984756,41.0584299
"PEPSICO, INC.",-73.7360175,41.2996305
PERFORMANCE RESOURCES NY INC,-73.2026138,40.8256536
PFIZER INC,-74.417097,40.7598227
"PGA TOUR, INC.",-81.3852595,30.2400058
PHARR-SAN JUAN-ALAMO INDEPENDENT SCHOOL DISTRICT,-98.1836216,26.1947962
"PHILIPS MEDICAL SYSTEMS (CLEVELAND), INC.",-81.4784522,41.5519954
"PHOEBE PHYSICIANS GROUP, INC.",-84.155741,31.5785074
PHOENIX TECHNICAL SOLUTIONS INC,-80.0886703,41.1578377
"PHOTON INFOTECH, INC.",-117.9981181,33.8675143
"PHOTON INFOTECH, INC.",-86.4808043,36.9685219
PHYSICIANS INTERACTIVE INC.,-87.9531303,42.2830786
PHYSICIANS INTERACTIVE INC.,-71.0952891,42.5256563
"PIKEVILLE MEDICAL CENTER, INC.",-82.5187629,37.4792672
PINON UNIFIED SCHOOL DISTRICT #4,-110.2259609,36.1008342
PIONEER CONSULTING SERVICES LLC,-93.711332,41.5772115
PIONEER VALLEY CHINESE IMMERSION CHARTER SCHOOL,-72.5884222,42.3417565
PITNEY BOWES INC.,-73.4540111,41.394817
PITNEY BOWES INC.,-74.3440842,40.8674879
PITT COUNTY SCHOOLS,-82.5166982,35.4661613
"PLANTRONICS, INC.",-122.0307963,36.9741171
PLYMOUTH ROCK MANAGEMENT COMPANY OF NEW JERSEY,-74.0643065,40.3470543
POPLAR BLUFF HMA PHYSICIAN MANAGEMENT LLC,-90.392888,36.7569994
POPULAR TECH,-71.4398074,42.7647763
POPULUS GROUP,-77.8597175,39.2889903
POPULUS GROUP,-82.8793446,40.0192307
POPULUS GROUP LLC,-80.4742261,35.6709727
"PORT HURON VETERINARY CLINIC, INC.",-82.4249142,42.9708634
PORTLIGHT LLC,-81.3392352,28.5999998
"PPC GURU, LLC",-111.8910474,40.7607793
PPF ROCHESTER INC.,-76.1474244,43.0481221
PRAIRIE VIEW A&M UNIVERSITY,-95.9877339,30.0932737
PRECISE INC,-118.1937395,33.7700504
"PRECISION DRILLING COMPANY, LP",-102.3676431,31.8456816
"PREMIER EDUCATION CONSULTING, INC.",-73.5398476,40.7920441
PRESIDIO INDEPENDENT SCHOOL DISTRICT,-104.3721465,29.5607383
"PRICOL TECHNOLOGIES, INC.",-88.3086867,41.9141945
"PRIMARY CARE, PLLC",-64.7031977,17.7466397
"PRIME HEALTHCARE SERVICES - GADSDEN, LLC",-86.0066386,34.014264
PRIME HEALTHCARE SERVICES - MESQUITE LLC,-96.5991593,32.7667955
"PRIME HEALTHCARE SERVICES - NORTH VISTA, LLC",-115.1175013,36.1988592
PRIME MARKETING HOLDINGS LLC,-118.451357,34.1898566
"PRIMETECH SYSTEMS, INC.",-80.1100556,40.3561805
PRINCE INTERNATIONAL CORP.,-73.8648268,40.8447819
PRINCETON ALPHA MANAGEMENT LP,-74.6198791,40.3173301
"PRINCETON OPTRONICS, INC.",-74.6865477,40.2370535
PRIORITY MEDIA LLC,-81.3792365,28.5383355
"PRISTINE REHAB CARE, LLC",-117.9772873,34.1394513
"PRIVATE LABEL CAMPAIGNS, LLC",-105.0866504,39.9205411
PRO SCREEN PRINTING INC.,-74.1454214,40.7684342
"PROACTIVE THERAPY, INC.",-87.3653135,41.4169806
"PROGNOS, INC.",-87.7845025,41.8850317
PROGRAMMER RESOURCES INTERNATIONAL INC.,-122.2284532,47.3073228
PROGRESSIVE CASUALTY INSURANCE COMPANY,-81.4392828,41.5519952
PROGRESSIVE CASUALTY INSURANCE COMPANY,-81.457896,41.5192189
PROGRESSIVE STEP CORP.,-85.6206317,44.7630567
PROMATRIX CORP,-74.0368064,40.9587093
"PROMETHEUS COMPUTING, LLC",-77.2013705,39.1434406
PROPELSYS TECHNOLOGIES LLC,-76.6438598,39.4812172
"PROSOFT SOFTWARE, INC.",-75.3698895,40.0415996
"PROSOFT TECHNOLOGY GROUP, INC.",-88.0111746,41.8089191
PROTECH SOLUTIONS INC.,-75.7496572,39.6837226
PROTECH SOLUTIONS INC.,-74.6796651,40.2115109
"PROTEGRITY USA, INC.",-73.5387341,41.0534302
PROVIDENCE HEALTH & SERVICES - WASHINGTON,-122.9542972,46.7162136
PURDUE UNIVERSITY,-86.9080655,40.4258686
PVR TECHNOLOGIES INC.,-74.9560032,40.7070446
PVR TECHNOLOGIES INC.,-72.8141185,41.2799027
"PYRAMID TECHNOLOGY SOLUTIONS, INC",-74.8181929,40.2640578
Q P D SOURCING INC.,-118.0275667,34.0686206
"QA INFOTECH, INC.",-75.6624122,41.408969
QAD INC.,-119.6981901,34.4208305
"QBASE, LLC",-84.0632685,39.7092262
"QUAIL VALLEY GOLF CLUB, LLC.",-80.3972736,27.6386434
"QUALCOMM TECHNOLOGIES, INC.",-78.744572,42.9026136
"QUALEX CONSULTING SERVICES, INC.",-80.1867138,25.8900949
"QUALITY MIDWESTERN HOLDINGS, INC.",-77.2277603,38.704282
"QUALTIE, INC.",-75.099807,40.2067884
QUANTUM CORPORATION,-93.1382749,44.8835768
QUESQUARE SOLUTIONS INC,-83.017962,40.0931191
"QUEST IT SOLUTIONS, INC",-69.7794897,44.3106241
QUICKPIVOT CORPORATION,-71.2760089,42.4906231
"QUINTILES, INC.",-80.1233802,25.9428707
R S INFOCON INC,-86.8950297,41.7075394
R. H. BARDEN INC,-117.9145036,33.8352932
R.R. DONNELLEY & SONS COMPANY,-88.9906312,40.5142026
RADFORD UNIVERSITY,-80.5764477,37.1317924
RAMESHWAR MATHUR MD PA,-80.7269854,28.3164498
RAN H CORPORATION,-74.0906974,40.8403778
RANDALL ROAD ANIMAL HOSPITAL,-88.3161965,42.2411344
"RANG TECHNOLOGIES, INC.",-90.5151342,41.5067003
"RANG TECHNOLOGIES, INC.",-71.067605,42.3016305
RAPID CITY AREA SCHOOL DISTRICT 51/4,-103.2310149,44.0805434
RAPIDES AREA PLANNING COMMISSION,-92.4451371,31.3112936
"READING AND WRITING PROJECT NETWORK, LLC",-73.7948516,40.7282239
"READING AND WRITING PROJECT NETWORK, LLC",-73.4975412,41.2840635
READING HEALTH SYSTEM,-75.9474322,40.3337038
"REAL SOFT, INC.",-74.5465436,40.3789957
RECKITT BENCKISER LLC,-93.2922989,37.2089572
"RECORDED BOOKS, INC.",-76.5844017,38.5403996
RED CARIBENA DE VARAMIENTOS INC,-66.1659674,18.3691963
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,-117.3961564,33.9533487
REGIONAL EMPLOYEE ASSISTANCE PROGRAM,-96.4688727,32.0954304
REHAB PRO LP,-95.8555207,32.2048735
"REHAB RESOURCES FOR PHYSICAL THERAPY, PC",-76.5104973,43.4553461
"REHABCARE GROUP EAST, INC.",-119.6456844,36.3274502
"REHABCARE GROUP EAST, INC.",-94.513281,37.0842271
RELIANCE GRANITE AND MARBLE CORP,-74.2631635,40.6975898
RELIANCE GRANITE AND MARBLE CORP,-74.2907032,40.6764911
"RELIANT PRO REHAB, LLC",-97.0035982,28.8052674
"RELTIO, INC.",-122.2455364,37.5364134
RENAISSANCE ACADEMY,-111.8507662,40.3916172
RENAISSANCE TECHNOLOGIES LLC,-73.1025502,40.9293759
"RENAL CARE GROUP, INC., A FRESENIUS MEDICAL CARE NA COMPANY",-119.2780771,47.1301417
RENEE SYSTEMS INC.,-89.6645266,35.042036
REPUBLIC STEEL,-81.378447,40.7989473
RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII,-157.8583333,21.3069444
RESEARCH CORPORATION OF THE UNIVERSITY OF HAWAII,-155.0884869,19.7070942
RESEARCH FOUNDATION OF THE STATE UNIVERSITY OF NEW YORK,-73.1409429,40.9256538
RESOURCESOFT INC,-71.1626756,42.3463503
REST HAVEN ILLIANA CHRISTIAN CONVALESCENT HOME,-87.7932939,41.5731442
"REVERE INFO TECH, INC",-75.2837862,40.2414952
REVEREIT LLC,-122.5697032,38.1074198
REXING INC,-72.8595447,41.3909139
RGB SYSTEMS,-118.3812562,34.2279298
RH US LLC,-122.5274755,37.9254806
"RICE COMPUTER SOLUTIONS, LLC",-78.8866943,33.6890603
RICHMOND ANIMAL HOSPITAL INC.,-95.7607832,29.5821811
RICHMOND ANIMAL HOSPITAL INC.,-122.3477486,37.9357576
"RIGHT CLICK SYSTEMS, LLC",-74.4229266,39.3642834
RISHI & SRIKANTH,-80.7419984,28.3861159
RITE AID CORP.,-74.8551644,40.1795537
RITE RUG CO.,-82.9987942,39.9611755
"RJT COMPUQUEST, INC.",-84.263826,39.2689476
